Commodity,Unit,Min Price,Max Price,Avg Price,Date
गोलभेडा ठूलो(भारतीय),केजी,रू ८०.००,रू १००.००,रू ९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
गोलभेडा सानो(लोकल),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
गोलभेडा सानो(टनेल),के जी,रू ७०.००,रू १०५.००,रू ८९.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
गोलभेडा सानो(भारतीय),के जी,रू ६०.००,रू ७०.००,रू ६५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
आलु रातो,के.जी.,रू ८०.००,रू ८५.००,रू ८२.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
आलु रातो(भारतीय),के जी,रू ६०.००,रू ६२.००,रू ६१.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
आलु सेतो,के.जी.,रू ६५.००,रू ६८.००,रू ६६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
प्याज सुकेको (भारतीय),के.जी.,रू १०३.००,रू १०५.००,रू १०४.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
गाजर(लोकल),के.जी.,रू १२०.००,रू १३०.००,रू १२५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
गाजर(तराई),केजी,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
बन्दा(लोकल),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
बन्दा(तराई),केजी,रू ३०.००,रू ४०.००,रू ३५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
काउली स्थानिय,के.जी.,रू १००.००,रू ११०.००,रू १०५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
मूला रातो,के.जी.,रू ३०.००,रू ४०.००,रू ३५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
मूला सेतो(लोकल),के.जी.,रू २५.००,रू ३०.००,रू २७.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
सेतो मूला(हाइब्रीड),केजी,रू ३०.००,रू ४०.००,रू ३५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
भन्टा लाम्चो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
भन्टा डल्लो,के.जी.,रू ६०.००,रू ७०.००,रू ६५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
बोडी(तने),के.जी.,रू १२०.००,रू १३०.००,रू १२५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
मकै बोडी,केजी,रू ५५.००,रू ६०.००,रू ५७.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
मटरकोशा,के.जी.,रू १६०.००,रू १८०.००,रू १७०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
घिउ सिमी(लोकल),के.जी.,रू ६०.००,रू ७०.००,रू ६५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
घिउ सिमी(हाइब्रीड),केजी,रू ६०.००,रू ७०.००,रू ६५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
घिउ सिमी(राजमा),केजी,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
टाटे सिमी,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
भटमासकोशा,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
तितो करेला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
लौका,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
परवर(लोकल),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
परवर(तराई),केजी,रू ६०.००,रू ७०.००,रू ६५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
चिचिण्डो,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
घिरौला,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
फर्सी पाकेको,के.जी.,रू ३५.००,रू ४०.००,रू ३७.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
फर्सी हरियो(लाम्चो),के.जी.,रू ५०.००,रू ६०.००,रू ५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
हरियो फर्सी(डल्लो),केजी,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
सलगम,के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
भिण्डी,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
सखरखण्ड,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
बरेला,के.जी.,रू ४५.००,रू ५५.००,रू ५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
पिंडालू,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
स्कूस,के.जी.,रू २०.००,रू ३०.००,रू २५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
रायो साग,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
पालूगो साग,के.जी.,रू १५०.००,रू २००.००,रू १७६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
चमसूरको साग,के.जी.,रू १५०.००,रू २००.००,रू १७६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
तोरीको साग,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
प्याज हरियो,के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
च्याउ(कन्य),के.जी.,रू १३०.००,रू १७०.००,रू १५२.५०,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
च्याउ(डल्ले),के जी,रू ४५०.००,रू ५००.००,रू ४७६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
कुरीलो,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
ब्रोकाउली,के.जी.,रू १६०.००,रू १८०.००,रू १७०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
चुकुन्दर,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
रातो बन्दा,के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
जिरीको साग,के.जी.,रू १५०.००,रू २००.००,रू १७६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
सेलरी,के.जी.,रू ५००.००,रू ६००.००,रू ५५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
पार्सले,के.जी.,"रू २,०००.००","रू २,५००.००","रू २,२६६.६७","दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
पुदीना,के.जी.,रू ६५०.००,रू ७००.००,रू ६७६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
गान्टे मूला,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
इमली,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
तामा,के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
तोफु,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
गुन्दुक,के.जी.,रू २५०.००,रू ३००.००,रू २७६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
स्याउ(झोले),के.जी.,रू २४०.००,रू २६०.००,रू २५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
स्याउ(फूजी),के जी,रू २८०.००,रू ३००.००,रू २९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
केरा,दर्जन,रू १४०.००,रू १५०.००,रू १४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
कागती,के.जी.,रू १५०.००,रू १७०.००,रू १६०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
अनार,के.जी.,रू ४५०.००,रू ४८०.००,रू ४६३.३३,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
अंगुर(कालो),केजी,रू ३८०.००,रू ४००.००,रू ३९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
सुन्तला(नेपाली),के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
सुन्तला(भारतीय),केजी,रू १००.००,रू १२०.००,रू ११०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
तरबुजा(हरियो),के.जी.,रू ८०.००,रू १००.००,रू ९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
मौसम,के.जी.,रू १५०.००,रू १६०.००,रू १५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
जुनार,के.जी.,रू ३००.००,रू ३५०.००,रू ३२६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
भुई कटहर,प्रति गोटा,रू १८०.००,रू २००.००,रू १९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
काक्रो(लोकल),के.जी.,रू १२०.००,रू १४०.००,रू १३०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
काक्रो(हाइब्रीड),के जी,रू ६०.००,रू ७०.००,रू ६५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
निबुवा,के.जी.,रू २०.००,रू ३०.००,रू २५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
नासपाती(चाइनिज),केजी,रू २३०.००,रू २५०.००,रू २४०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
मेवा(नेपाली),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
मेवा(भारतीय),केजी,रू १००.००,रू १२०.००,रू ११०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
अम्बा,के.जी.,रू १५०.००,रू १८०.००,रू १६३.३३,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
लप्सी,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
किवि,केजी,रू २००.००,रू २५०.००,रू २२६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
शरीफा,के‍.जी,रू १५०.००,रू २००.००,रू १७६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
आभोकाडो,के.जी,रू २००.००,रू २८०.००,रू २४३.३३,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
अमला,के.जी,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
अदुवा,के.जी.,रू २००.००,रू २१०.००,रू २०५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
खु्र्सानी सुकेको,के.जी.,रू ४००.००,रू ४३०.००,रू ४१५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
खु्र्सानी हरियो,के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
खुर्सानी हरियो(बुलेट),के जी,रू १३०.००,रू १५०.००,रू १४०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
खुर्सानी हरियो(अकबरे),के जी,रू २३०.००,रू २५०.००,रू २४०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
भेडे खु्र्सानी,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
लसुन हरियो,के.जी.,रू २००.००,रू २५०.००,रू २२६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
हरियो धनिया,के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
लसुन सुकेको चाइनिज,के.जी.,रू ३१०.००,रू ३३०.००,रू ३२०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
लसुन सुकेको नेपाली,के.जी.,रू ३३०.००,रू ३५०.००,रू ३४०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
छ्यापी सुकेको,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
छ्यापी हरियो,के.जी.,रू ३००.००,रू ३५०.००,रू ३२६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
ताजा माछा(रहु),के जी,रू ३४५.००,रू ३६०.००,रू ३५१.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
ताजा माछा(बचुवा),के जी,रू २५०.००,रू २८०.००,रू २६३.३३,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
ताजा माछा(छडी),के जी,रू २४०.००,रू २८०.००,रू २६०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
रुख टमाटर,केजी,रू १४०.००,रू १५०.००,रू १४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक १७, २०८१"
